Cruise,Station,Date,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO [~$m~#mol/kg],Silicate [~$m~#mol/kg],1Silicate [~$m~#mol/kg],Nitrate,Nitrate1,Nitrite,Nitrite1,Phosphate [~$m~#mol/kg],1Phosphate [~$m~#mol/kg],NH4,NH41,TA [~$m~#mol/kg],1TA [~$m~#mol/kg],pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL [~$m~#g/l],1CHLHOL [~$m~#g/l],SIZECHL [~$m~#g/l],1SIZECHL [~$m~#g/l],2SIZECHL [~$m~#g/l],TDIN [mmol/m3]
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,499.8,495.1,3.2422,34.2395,3.2095,27.2587,34.2407,13.2,129.54,129.58,44.66,44.49,0,0.01,3.205,3.19,-9,-9,2348.9,-9,7.262,7.262,2371,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,599.3,593.5,3.0128,34.3107,2.9741,27.3372,34.3104,14.46,138.44,138.52,44.37,44.4,0,0,3.178,3.183,-9,-9,2361.9,-9,7.276,-9,2378.7,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,700,693.0,2.8684,34.3514,2.8234,27.3832,34.3517,16.07,143.83,143.94,44.31,44.3,0,0,3.182,3.189,-9,-9,2369.8,-9,7.284,-9,2382.7,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,800,791.8,2.7713,34.3776,2.7199,27.4133,34.3775,17.54,147.66,147.71,44.31,44.26,0,0,3.167,3.17,-9,-9,2373.6,-9,7.291,-9,2385.8,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,902.1,892.7,2.6613,34.4061,2.6033,27.4462,34.4062,20.47,150.32,150.29,44.15,44.11,0,0,3.142,3.151,-9,-9,2379.5,-9,7.3,-9,2386.4,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,1001.3,1000.0,2.5158,34.4403,2.4517,27.4864,34.4398,21.85,156.06,155.96,44.03,44.07,0,0,3.152,3.144,-9,-9,2385,-9,7.307,-9,2391.4,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,1199.4,1186.0,2.301,34.4896,2.2243,27.5448,34.4898,30.81,161.59,161.65,43.37,43.46,0,0,3.118,3.109,-9,-9,2393.3,-9,7.329,-9,2392.3,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,1401.6,1385.3,2.1151,34.5356,2.0251,27.5976,34.5356,44.13,164.98,164.87,42.75,42.78,0,0,3.061,3.05,-9,-9,2399.5,-9,7.36,-9,2388.2,2389.5,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,1602.4,1583.0,1.9856,34.5687,1.8816,27.6354,34.5688,57.06,165.72,165.43,42.05,42.08,0,0,3.008,2.991,-9,-9,2404.5,2404.5,7.389,-9,2384.3,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,1800.5,1777.9,1.8711,34.5938,1.753,27.6654,34.5948,67.73,166.66,167.01,41.39,41.46,0,0,2.96,2.952,-9,-9,2408.1,-9,7.413,7.413,2379.8,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,2002,1975.9,1.7702,34.6167,1.6371,27.6925,34.6174,84.33,163.18,163.21,40.29,40.34,0,0,2.873,2.883,-9,-9,2411,-9,7.449,-9,2368.4,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,2251,2220.4,1.6728,34.6361,1.5204,27.7167,34.6365,99.24,160.59,160.5,39.47,39.47,0,0,2.79,2.79,-9,-9,2412,-9,7.478,-9,2361.8,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,2501.1,2465.7,1.603,34.6496,1.43,27.734,34.6499,111.65,157.85,158.09,38.58,38.66,0,0,2.729,2.728,-9,-9,2413,-9,7.502,-9,2354.2,2354.2,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,2999.5,2953.6,1.5019,34.6683,1.2851,27.7593,34.6689,131.02,152.77,153.24,37.49,37.39,0,0,2.651,2.626,-9,-9,2412.8,2412.8,7.538,-9,2342.5,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,3497.9,3440.4,1.4592,34.6785,1.1943,27.7739,34.6787,142.62,149.85,149.58,36.8,36.76,0,0,2.587,2.563,-9,-9,2413.1,-9,7.559,7.56,2332.7,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,3998.5,3928.3,1.4473,34.6854,1.13,27.7838,34.6856,151.39,147.82,147.58,36.23,36.15,0,0,2.533,2.521,-9,-9,2411.7,-9,7.574,-9,2324.8,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,4999.9,4901.1,1.512,34.6911,1.0773,27.792,34.691,158.44,145.96,145.94,35.53,35.55,0,0,2.482,2.495,-9,-9,2410.8,-9,7.586,-9,2321.9,-9,-9,-9,-9,-9,,,,
MR10-01,K02_07,02/14/2010,160.131,46.971,5262,5359.3,5249.2,1.5498,34.6919,1.0693,27.7931,34.6919,159.71,146.27,146.05,35.47,35.45,0,0.01,2.498,2.484,-9,-9,2410.6,-9,7.588,-9,2319.7,-9,-9,-9,-9,-9,,,,
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,0,0.0,1.3,-9,1.3,26.3885,32.9628,327.98,36.76,36.71,22.46,22.45,0.17,0.17,1.885,1.867,0.05,0.08,2231,-9,7.679,-9,2114.2,-9,0.44,-9,0.41,-9,,,,24.64062376
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,4.6,4.6,1.5414,32.952,1.5412,26.3637,32.952,326.7,37.09,36.68,22.45,22.44,0.17,0.16,1.867,1.865,0.01,0.03,2229.5,-9,7.678,7.678,2117.1,-9,0.44,-9,0.4,-9,,,,24.59416173
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,10.2,10.1,1.5425,32.952,1.542,26.3637,32.9523,327.1,36.87,36.74,22.44,22.5,0.17,0.17,1.874,1.885,0.04,0.02,2229.9,-9,7.678,-9,2117,2116.3,0.46,0.45,0.44,0.42,,,,24.61567902
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,25.6,25.4,1.5465,32.9537,1.5453,26.3648,32.9547,326.89,36.77,36.58,22.47,22.44,0.17,0.17,1.87,1.885,0,0.04,2229.1,2229.8,7.678,-9,2116.7,-9,0.47,-9,0.44,-9,,,,24.60306324
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,30.7,30.4,1.5497,32.9547,1.5483,26.3654,32.9555,326.6,36.72,36.56,22.46,22.39,0.17,0.17,1.866,1.883,0.01,0.03,2229.7,-9,7.677,-9,2116.9,-9,0.45,-9,0.42,-9,,,,24.60248066
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,39.6,39.3,1.5509,32.9544,1.5491,26.3651,32.9548,326.72,36.77,36.74,22.41,22.4,0.17,0.16,1.862,1.857,0.01,0.04,2229.4,-9,7.677,-9,2113.1,-9,0.44,-9,0.42,-9,,,,24.54865519
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,55.1,54.6,1.5514,32.9542,1.5489,26.365,32.9549,326.93,36.96,36.7,22.38,22.46,0.17,0.17,1.865,1.846,0.01,0.03,2229.2,-9,7.679,-9,2116.1,-9,0.46,0.46,0.44,0.44,,,,24.51598149
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,61.3,60.8,1.5484,32.9541,1.5456,26.3651,32.9545,326.83,36.75,36.78,22.45,22.46,0.17,0.16,1.863,1.864,0,0.03,2229.4,-9,7.677,7.677,2117.5,-9,0.45,-9,0.43,-9,,,,24.58147461
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,70,69.4,1.5496,32.9541,1.5464,26.365,32.955,326.46,36.81,36.69,22.46,22.52,0.17,0.16,1.869,1.869,0.01,0,2229.5,-9,7.678,-9,2116.5,-9,0.46,-9,0.43,-9,,,,24.60284477
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,80.2,79.5,1.5463,32.9538,1.5426,26.365,32.9547,326.2,36.68,36.63,22.42,22.5,0.16,0.17,1.87,1.87,0.05,0.04,2229.3,-9,7.676,-9,2116.1,-9,0.45,-9,0.42,-9,,,,24.59219616
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,90.6,89.8,1.5442,32.9537,1.54,26.3652,32.9551,326.2,36.72,36.65,22.39,22.38,0.16,0.17,1.863,1.859,0.03,0.03,2229.4,-9,7.678,-9,2116,-9,0.44,-9,0.41,-9,,,,24.53757025
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,100.8,99.9,1.5427,32.9531,1.5381,26.3649,32.9551,326.31,36.84,37.13,22.43,22.39,0.16,0.17,1.849,1.852,0,0.02,2228.9,-9,7.676,-9,2115.4,-9,0.44,-9,0.41,-9,,,,24.5484372
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,126.3,125.2,1.576,32.9629,1.5701,26.3705,32.974,320.48,38.01,37.8,22.97,23.06,0.16,0.16,1.893,1.887,0.01,0.02,2230.6,-9,7.667,-9,2121.2,-9,0.4,-9,0.37,-9,,,,25.13205989
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,151.5,150.0,3.2479,33.6811,3.2386,26.8106,33.683,93.64,82.16,82.18,41.15,41.04,0.01,0.01,2.972,2.966,0.02,0.02,2279.5,-9,7.294,-9,2290.3,-9,0.01,-9,0.01,-9,,,,43.80677002
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,175.9,174.4,3.4762,33.786,3.465,26.8731,33.7889,57.68,89.13,89.41,43.51,43.56,0.01,0,3.107,3.123,0.02,-0.01,2288.9,-9,7.246,-9,2314.7,-9,0.01,-9,0,-9,,,,46.17578338
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,201.1,199.3,3.502,33.8515,3.489,26.923,33.8536,42.28,94.62,94.58,44.34,44.38,0,0,3.169,3.182,0.02,0.01,2296.2,-9,7.229,-9,2326.2,2328.2,0.01,-9,0,-9,,,,46.95777404
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,226.8,224.8,3.5791,33.9128,3.5643,26.9646,33.9142,28.38,99.12,99.26,45.15,45.22,0,0,3.205,3.202,0,0.01,2301,2302.1,7.215,-9,2335.1,-9,-9,-9,-9,-9,,,,47.71078871
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,252.4,250.2,3.5735,33.9504,3.557,26.9953,33.9514,23.08,102.26,102.23,45.27,45.24,0,0,3.213,3.237,-0.01,0.02,2307,-9,7.213,7.214,2342.7,-9,-9,-9,-9,-9,,,,47.77594759
MR10-01,K02_08,02/15/2010,160.023,46.876,5168,304.7,302.0,3.557,34.0099,3.5369,27.0446,34.0064,22.53,106.58,106.12,44.98,45.05,0,0.01,3.209,3.202,-0.01,0.01,2314.6,-9,7.226,-9,2346.2,-9,-9,-9,-9,-9,,,,47.39499267
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,0,0.0,8.7,-9,8.7,25.4548,32.8159,292.3,12.6,,8.9,,0.18,,1.04,,-9,,2226.3,,7.8823,,2034.1,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,8.6,8.5,8.6471,32.8054,8.6462,25.4568,32.8079,292.1,12.6,,8.9,,0.18,,1.04,,-9,,2224.5,,7.8828,,2034.6,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,19,18.8,8.646,32.8086,8.6441,25.4567,32.8074,292.2,12.6,,8.9,,0.18,,1.05,,-9,,2220,,7.8824,,2035.5,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,30.2,29.9,8.3795,32.8124,8.3765,25.5016,32.8132,292.3,13,,9.2,,0.19,,1.08,,-9,,2226.1,,7.8778,,2036.9,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,51.3,50.9,2.2076,33.0541,2.205,26.3952,33.0515,317.6,33.7,,24.2,,0.16,,1.98,,-9,,2232.2,,7.6627,,2129.8,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,74.9,74.3,1.7656,33.1164,1.762,26.4846,33.122,311.8,39.3,,25.4,,0.02,,2.03,,-9,,2236.3,,7.6398,,2142.3,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,100.6,99.7,1.5054,33.1897,1.5008,26.5577,33.1903,301.9,45.2,,27.2,,0.01,,2.14,,-9,,2242.1,,7.6085,,2157.9,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,151,150.0,2.9606,33.6074,2.9517,26.7671,33.594,124.4,78,,39,,0.01,,2.86,,-9,,2273.4,,7.3681,,2269.3,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,201.6,199.8,3.3823,33.8039,3.3695,26.8949,33.802,59.7,92.2,,42.9,,0.01,,3.11,,-9,,2292,,7.2915,,2316.1,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,250.6,248.4,3.3654,33.9078,3.3494,26.9792,33.9053,47.3,100.1,,43.2,,0.01,,3.12,,-9,,2304.9,,7.2906,,2329.4,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,299,296.3,3.3949,33.9898,3.3756,27.0437,33.9893,34.1,106.9,,43.8,,0,,3.17,,-9,,2315.3,,7.2877,,2341.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,398.9,395.2,3.3525,34.0953,3.3265,27.1326,34.095,27,116.1,,43.7,,0.01,,3.17,,-9,,2331.1,,7.2969,,2352.6,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,505.1,500.3,3.2197,34.1811,3.1868,27.2136,34.1802,24.1,124.2,,43.7,,0,,3.13,,-9,,2342.8,,7.3072,,2360.4,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,596.8,591.0,3.1235,34.2461,3.0846,27.2755,34.246,18.9,131.3,,44,,0,,3.16,,-9,,2354.4,,7.3114,,2370.3,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,701.1,694.1,2.9473,34.3019,2.9019,27.3374,34.3027,20,138.7,,43.9,,0.01,,3.16,,-9,,2363.6,,7.3217,,2376.7,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,803.8,795.6,2.8531,34.3555,2.8009,27.388,34.3548,16,144.6,,44.3,,0.01,,3.17,,-9,,2372.6,,7.3242,,2384.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,900,890.6,2.7231,34.3897,2.6648,27.4278,34.3897,17.6,149.1,,44.2,,0.01,,3.16,,-9,,2377.2,,7.332,,2387.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,1000.5,989.8,2.562,34.4272,2.4976,27.4721,34.4272,21,154.2,,44,,0.01,,3.16,,-9,,2384.8,,7.3403,,2390.1,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,1202.7,1189.3,2.3313,34.4846,2.254,27.5385,34.4848,27.9,161.9,,43.6,,0,,3.13,,-9,,2394.4,,7.3571,,2394.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,1402.2,1385.9,2.1458,34.528,2.0554,27.5889,34.5277,40.5,165,,42.8,,0,,3.07,,-9,,2400.6,,7.3873,,2390.6,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,1597.2,1577.9,2.0066,34.5617,1.9028,27.6286,34.5623,54.3,166,,42.1,,0,,3.02,,-9,,2405.1,,7.4141,,2384.6,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,1800.5,1777.9,1.8941,34.5894,1.7757,27.6604,34.5897,67.2,165.3,,41.3,,0,,2.95,,-9,,2409.7,,7.4417,,2378.7,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,2002.2,1976.1,1.7998,34.6105,1.6663,27.6849,34.61,80.4,163.9,,40.5,,0,,2.89,,-9,,2412,,7.4669,,2371.7,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,2202.3,2172.6,1.7103,34.6279,1.5614,27.7075,34.6284,92.8,162.7,,39.8,,0.01,,2.83,,-9,,2412.5,,7.4907,,2366.7,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,2402.5,2369.0,1.6487,34.6406,1.4836,27.723,34.6406,104,159.9,,39,,0,,2.76,,-9,,2413.5,,7.511,,2358.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,2602.4,2564.9,1.596,34.6505,1.4141,27.7362,34.6509,112.8,157.9,,38.5,,0,,2.73,,-9,,2414,,7.5274,,2352.5,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,2799.6,2758.0,1.5554,34.6584,1.3563,27.7467,34.6588,121.1,155.8,,38,,0,,2.69,,-9,,2413.8,,7.5423,,2349.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,3002.5,2956.5,1.5244,34.665,1.3068,27.7549,34.6647,128.1,153.4,,37.5,,0.01,,2.65,,-9,,2414.9,,7.5542,,2342.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,3255.2,3203.5,1.4955,34.6711,1.2541,27.7634,34.6706,134.9,151.4,,37.1,,0,,2.62,,-9,,2413.9,,7.5663,,2340.3,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,3504.9,3447.2,1.4718,34.6764,1.2058,27.7711,34.6761,141.2,149.9,,36.8,,0,,2.59,,-9,,2414.3,,7.5755,,2333.9,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,3751.4,3687.6,1.4607,34.6805,1.1695,27.7773,34.6807,146.2,148.4,,36.4,,0.01,,2.56,,-9,,2413,,7.5839,,2331.8,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,4006.5,3936.1,1.4564,34.6837,1.138,27.7819,34.6837,150.1,148.2,,36.1,,0.01,,2.54,,-9,,2413.6,,7.591,,2327.5,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,4253.1,4176.0,1.4605,34.6861,1.1147,27.7853,34.686,153.2,147,,35.9,,0.01,,2.52,,-9,,2412,,7.5942,,2326.2,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,4499.5,4415.5,1.4726,34.6879,1.0984,27.7884,34.6884,155.4,147,,35.7,,0.01,,2.51,,-9,,2412.7,,7.5985,,2323,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,4996.6,4897.9,1.5168,34.6899,1.0823,27.7903,34.6894,157.4,146.9,,35.7,,0,,2.49,,-9,,2412.8,,7.5978,,2321.8,,,,,,,,,
MR08-05,K2_1,10/23/2008,159.98,46.989,5219,5299.8,5191.6,1.5463,34.6908,1.0733,27.7922,34.6911,158.6,146.8,,35.6,,0.01,,2.5,,-9,,2411,,7.5946,,2322,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,0,0.0,8.4,-9,8.4,25.4971,32.812,294.3,12.3,,8.9,,0.22,,1.07,,0.84,,-9,,-9,,2038.6,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,5.2,5.2,8.1092,32.8147,8.1087,25.5414,32.8135,294.9,12.2,,8.9,,0.21,,1.07,,0.84,,-9,,-9,,2039.1,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,10.4,10.3,8.1091,32.8148,8.1081,25.5418,32.8139,294.7,12.2,,8.9,,0.21,,1.08,,0.84,,-9,,-9,,2038.3,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,16.6,16.5,8.1047,32.8147,8.1031,25.5421,32.8134,294.8,12.1,,8.9,,0.21,,1.07,,0.85,,-9,,-9,,2040.7,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,25,24.8,8.1007,32.8147,8.0983,25.5428,32.8134,294.8,12.2,,8.9,,0.22,,1.07,,0.85,,-9,,-9,,2038.9,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,30.4,30.1,8.0931,32.8145,8.0901,25.5439,32.8132,294.8,12.2,,8.9,,0.22,,1.08,,0.85,,-9,,-9,,2039.4,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,40,39.7,7.5912,32.8301,7.5875,25.625,32.8247,295.7,13,,9.5,,0.23,,1.12,,0.93,,-9,,-9,,2042.5,,,,,,,,,
MR08-05,K2_2,10/26/2008,160,47,5186,51.9,51.5,2.1655,33.0601,2.1629,26.4075,33.0628,316.1,35,,24.9,,0.13,,2.01,,0.01,,-9,,-9,,2134.1,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,0,0.0,12.1,-9,12.1,24.62048445,32.4879,291.57,14.79,,8.38,,0.13,,1.026,,-9,,2204.4,,7.934,,1992.2,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,9.8,9.7,11.87940663,32.4800947,11.87818062,24.65663782,32.4813,292.71,14.69,,8.05,,0.13,,0.997,,-9,,2205.6,,7.934,,1991.8,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,20.5,20.3,11.85790539,32.47781285,11.85534262,24.66528435,32.487,293.02,14.91,,8.29,,0.13,,1.017,,-9,,2206.4,,7.929,,1996.8,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,29.4,29.2,10.19690435,32.67540204,10.1935778,25.12294112,32.6981,300.28,19.87,,11.89,,0.14,,1.254,,-9,,2214.6,,7.869,,2031.3,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,49.4,49.0,2.777502034,33.00316662,2.774743621,26.31142457,33.0042,327.57,38.23,,21.63,,0.86,,1.888,,-9,,2232.4,,7.687,,2117.2,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,74.5,73.9,1.280999123,33.03978762,1.277745545,26.4532176,33.0416,327.67,41.82,,25.06,,0.02,,2.003,,-9,,2232.7,,7.646,,2132.8,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,100.6,99.7,0.945796096,33.05660412,0.941660202,26.4885513,33.0593,326.26,43.82,,25.91,,0.02,,2.055,,-9,,2234.8,,7.634,,2140.2,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,150.3,150.0,2.871990332,33.58881638,2.863195133,26.78761372,33.61,124.45,78.56,,39.2,,0.01,,2.867,,-9,,2276.5,,7.346,,2270.2,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,200.9,199.1,3.506784464,33.848895,3.493827681,26.92269417,33.8516,48.09,94.7,,43.73,,0.01,,3.12,,-9,,2295.7,,7.247,,2323.4,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,249.6,247.4,3.567778816,33.94348603,3.551420135,26.99475971,33.949,30.43,101.85,,44.54,,0.01,,3.184,,-9,,2307.6,,7.237,,2338.1,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,298.6,295.9,3.517873133,34.00915734,3.498275311,27.04808387,34.0095,26.32,106.95,,44.54,,0.01,,3.188,,-9,,2316.6,,7.241,,2344,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,400.2,396.5,3.42166135,34.11959829,3.395303808,27.147195,34.1215,20.92,117.79,,44.32,,0,,3.182,,-9,,2332.8,,7.258,,2356,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,499.7,495.0,3.286349811,34.19772637,3.253518116,27.22197678,34.1985,18.93,125.37,,44.15,,0,,3.147,,-9,,2344.9,,7.271,,2363.5,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,602.3,596.4,3.153637912,34.25764734,3.114150886,27.2811096,34.2564,17.05,132.25,,44.15,,-0.01,,3.177,,-9,,2353.6,,7.278,,2370.9,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,701.3,694.3,3.00262643,34.31446096,2.956866865,27.34254668,34.3154,15.55,139.41,,44.31,,0,,3.191,,-9,,2364.4,,7.282,,2377.6,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,799.8,791.6,2.860315007,34.35536871,2.808350752,27.38625713,34.3535,16.63,144.77,,44.3,,-0.01,,3.183,,-9,,2371.4,,7.292,,2382.5,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,899,889.6,2.728403502,34.39047389,2.670162516,27.42858806,34.3913,17.03,149.96,,44.25,,-0.01,,3.185,,-9,,2378.4,,7.296,,2387.7,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,998.1,987.4,2.587592009,34.42577129,2.523193187,27.46786018,34.4246,24.38,152.57,,43.95,,-0.01,,3.149,,-9,,2382.8,,7.315,,2387.1,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,1199.1,1185.7,2.333768698,34.48095785,2.256751996,27.53517849,34.4809,32.26,160.58,,43.48,,-0.01,,3.13,,-9,,2393.8,,7.333,,2390.3,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,1400.1,1383.8,2.150745387,34.52656543,2.060465623,27.5874766,34.5264,44.53,163.46,,42.7,,0,,3.063,,-9,,2400.7,,7.363,,2386.8,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,1601.2,1581.8,2.030822065,34.5586,1.926415733,27.62384409,34.5586,52.97,165.49,,42.29,,-0.01,,3.036,,-9,,2405.7,,7.385,,2384.7,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,1800.4,1777.8,1.917598962,34.58503659,1.79885281,27.65494103,34.5851,62.95,166.82,,41.66,,0,,2.991,,-9,,2409.3,,7.407,,2381.9,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,1999.8,1973.8,1.818475837,34.60708122,1.684877743,27.68097983,34.6068,76.3,165.97,,40.96,,-0.01,,2.93,,-9,,2412.7,,7.436,,2374.9,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,2200.8,2171.1,1.733952526,34.62553655,1.584799944,27.70367459,34.6258,91.82,162.24,,40.04,,-0.01,,2.862,,-9,,2413.3,,7.467,,2364.6,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,2400.1,2366.6,1.656729412,34.64069926,1.491673977,27.72317758,34.6416,105.06,158.73,,39.19,,0,,2.753,,-9,,2415.2,,7.493,,2356.7,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,2600.6,2563.1,1.60010616,34.65118156,1.418282659,27.7361044,34.6511,114.39,156.72,,38.62,,0,,2.729,,-9,,2415.3,,7.51,,2351.5,,,,,,,,,
MR07-05,0S06_1,09/11/2007,160,47.002,5175.03,2800.8,2759.2,1.556982941,34.65928178,1.357702437,27.74765562,34.6601,123.07,154.36,,38.07,,0,,2.681,,-9,,2415,,7.527,,2346.7,,,,,,,,,
